statistic_label,year,county,unit,value,region
Total Income per Person,2024,Kilkenny/Carlow,Euro,41167.6977914492,Southern
Total Income per Person,2024,Cavan/Monaghan,Euro,35876.9342037547,Northern & Western
Total Income per Person,2024,Clare,Euro,35553.4525947361,Southern
Total Income per Person,2024,Cork,Euro,43771.2627269243,Southern
Total Income per Person,2024,Donegal,Euro,32850.0019216173,Northern & Western
Total Income per Person,2024,Dublin,Euro,52084.8504668743,Eastern & Midland
Total Income per Person,2024,Galway,Euro,41696.1977807881,Northern & Western
Total Income per Person,2024,Kerry,Euro,37902.2034306145,Southern
Total Income per Person,2024,Kildare,Euro,45978.6296378211,Eastern & Midland
Total Income per Person,2024,Kilkenny/Carlow,Euro,38195.0331051062,Southern
Total Income per Person,2024,Laois/Offaly,Euro,35814.1092676161,Eastern & Midland
Total Income per Person,2024,Sligo/Leitrim,Euro,34334.6183837872,Northern & Western
Total Income per Person,2024,Limerick,Euro,42175.2525800027,Southern
Total Income per Person,2024,Roscommon/Longford,Euro,33005.1898384659,Northern & Western
Total Income per Person,2024,Louth,Euro,44219.2735109926,Eastern & Midland
Total Income per Person,2024,Mayo,Euro,37626.332350711,Northern & Western
Total Income per Person,2024,Meath,Euro,40111.4367999319,Eastern & Midland
Total Income per Person,2024,Cavan/Monaghan,Euro,36306.8979180292,Northern & Western
Total Income per Person,2024,Laois/Offaly,Euro,38204.3854441797,Eastern & Midland
Total Income per Person,2024,Roscommon/Longford,Euro,33837.2515197781,Northern & Western
Total Income per Person,2024,Sligo/Leitrim,Euro,37196.2708360229,Northern & Western
Total Income per Person,2024,Tipperary,Euro,41581.0159347467,Southern
Total Income per Person,2024,Waterford,Euro,39598.7151977504,Southern
Total Income per Person,2024,Westmeath,Euro,42786.9832374998,Eastern & Midland
Total Income per Person,2024,Wexford,Euro,37110.7120926427,Southern
Total Income per Person,2024,Wicklow,Euro,46630.9205385177,Eastern & Midland
Index of Total Income per Person,2000,Kilkenny/Carlow,State=100,99.4769130625068,Southern
Index of Total Income per Person,2000,Cavan/Monaghan,State=100,92.5429974538765,Northern & Western
Index of Total Income per Person,2000,Clare,State=100,90.1502721153552,Southern
Index of Total Income per Person,2000,Cork,State=100,99.4036032937147,Southern
Index of Total Income per Person,2000,Donegal,State=100,72.569933814943,Northern & Western
Index of Total Income per Person,2000,Dublin,State=100,111.265144686811,Eastern & Midland
Index of Total Income per Person,2000,Galway,State=100,95.7361271894809,Northern & Western
Index of Total Income per Person,2000,Kerry,State=100,82.0930604726844,Southern
Index of Total Income per Person,2000,Kildare,State=100,118.117479345705,Eastern & Midland
Index of Total Income per Person,2000,Kilkenny/Carlow,State=100,87.1676169705637,Southern
Index of Total Income per Person,2000,Laois/Offaly,State=100,100.066799361276,Eastern & Midland
Index of Total Income per Person,2000,Sligo/Leitrim,State=100,88.2389705460282,Northern & Western
Index of Total Income per Person,2000,Limerick,State=100,91.9164252676016,Southern
Index of Total Income per Person,2000,Roscommon/Longford,State=100,93.7792443359653,Northern & Western
Index of Total Income per Person,2000,Louth,State=100,102.952197531826,Eastern & Midland
Index of Total Income per Person,2000,Mayo,State=100,81.0848121783209,Northern & Western
Index of Total Income per Person,2000,Meath,State=100,119.450152311003,Eastern & Midland
Index of Total Income per Person,2000,Cavan/Monaghan,State=100,81.8087212644873,Northern & Western
Index of Total Income per Person,2000,Laois/Offaly,State=100,90.7378144614138,Eastern & Midland
Index of Total Income per Person,2000,Roscommon/Longford,State=100,82.7748430087121,Northern & Western
Index of Total Income per Person,2000,Sligo/Leitrim,State=100,83.6810359109985,Northern & Western
Index of Total Income per Person,2000,Tipperary,State=100,90.4965507510045,Southern
Index of Total Income per Person,2000,Waterford,State=100,93.4027398732407,Southern
Index of Total Income per Person,2000,Westmeath,State=100,105.280762320945,Eastern & Midland
Index of Total Income per Person,2000,Wexford,State=100,95.8334781168569,Southern
Index of Total Income per Person,2000,Wicklow,State=100,107.746327314285,Eastern & Midland
Index of Total Income per Person,2001,Kilkenny/Carlow,State=100,99.9178212139362,Southern
Index of Total Income per Person,2001,Cavan/Monaghan,State=100,93.2488123137351,Northern & Western
Index of Total Income per Person,2001,Clare,State=100,89.6951323741087,Southern
Index of Total Income per Person,2001,Cork,State=100,99.8035469725367,Southern
Index of Total Income per Person,2001,Donegal,State=100,73.8103893552869,Northern & Western
Index of Total Income per Person,2001,Dublin,State=100,112.006509348681,Eastern & Midland
Index of Total Income per Person,2001,Galway,State=100,94.5735856983771,Northern & Western
Index of Total Income per Person,2001,Kerry,State=100,82.2668935104498,Southern
Index of Total Income per Person,2001,Kildare,State=100,114.614442921765,Eastern & Midland
Index of Total Income per Person,2001,Kilkenny/Carlow,State=100,88.1076126667583,Southern
Index of Total Income per Person,2001,Laois/Offaly,State=100,99.8059952221155,Eastern & Midland
Index of Total Income per Person,2001,Sligo/Leitrim,State=100,89.8469369943953,Northern & Western
Index of Total Income per Person,2001,Limerick,State=100,91.2102786255524,Southern
Index of Total Income per Person,2001,Roscommon/Longford,State=100,93.9670174141015,Northern & Western
Index of Total Income per Person,2001,Louth,State=100,102.549958706517,Eastern & Midland
Index of Total Income per Person,2001,Mayo,State=100,80.8003314895891,Northern & Western
Index of Total Income per Person,2001,Meath,State=100,115.668684003151,Eastern & Midland
Index of Total Income per Person,2001,Cavan/Monaghan,State=100,82.6162617285404,Northern & Western
Index of Total Income per Person,2001,Laois/Offaly,State=100,90.5966722653975,Eastern & Midland
Index of Total Income per Person,2001,Roscommon/Longford,State=100,82.7910818359962,Northern & Western
Index of Total Income per Person,2001,Sligo/Leitrim,State=100,85.6412071152407,Northern & Western
Index of Total Income per Person,2001,Tipperary,State=100,89.4745364135736,Southern
Index of Total Income per Person,2001,Waterford,State=100,94.1808585440276,Southern
Index of Total Income per Person,2001,Westmeath,State=100,104.567385481876,Eastern & Midland
Index of Total Income per Person,2001,Wexford,State=100,96.6120502703565,Southern
Index of Total Income per Person,2001,Wicklow,State=100,107.152606400806,Eastern & Midland
Index of Total Income per Person,2002,Kilkenny/Carlow,State=100,98.8766493564543,Southern
Index of Total Income per Person,2002,Cavan/Monaghan,State=100,89.488227249056,Northern & Western
Index of Total Income per Person,2002,Clare,State=100,86.654739395452,Southern
Index of Total Income per Person,2002,Cork,State=100,99.6215668168615,Southern
Index of Total Income per Person,2002,Donegal,State=100,72.6428820895613,Northern & Western
Index of Total Income per Person,2002,Dublin,State=100,113.014438660627,Eastern & Midland
Index of Total Income per Person,2002,Galway,State=100,93.6204979875578,Northern & Western
Index of Total Income per Person,2002,Kerry,State=100,82.7877292978975,Southern
Index of Total Income per Person,2002,Kildare,State=100,114.189984093821,Eastern & Midland
Index of Total Income per Person,2002,Kilkenny/Carlow,State=100,90.4399593076479,Southern
Index of Total Income per Person,2002,Laois/Offaly,State=100,98.370348570085,Eastern & Midland
Index of Total Income per Person,2002,Sligo/Leitrim,State=100,90.3144287290904,Northern & Western
Index of Total Income per Person,2002,Limerick,State=100,91.8034265518708,Southern
Index of Total Income per Person,2002,Roscommon/Longford,State=100,95.5632490182759,Northern & Western
Index of Total Income per Person,2002,Louth,State=100,99.8508296199852,Eastern & Midland
Index of Total Income per Person,2002,Mayo,State=100,79.1397933735106,Northern & Western
Index of Total Income per Person,2002,Meath,State=100,114.213096003875,Eastern & Midland
Index of Total Income per Person,2002,Cavan/Monaghan,State=100,82.2556613079312,Northern & Western
Index of Total Income per Person,2002,Laois/Offaly,State=100,91.1209500413591,Eastern & Midland
Index of Total Income per Person,2002,Roscommon/Longford,State=100,81.8852429373931,Northern & Western
Index of Total Income per Person,2002,Sligo/Leitrim,State=100,85.2017314750172,Northern & Western
Index of Total Income per Person,2002,Tipperary,State=100,90.4954028639084,Southern
Index of Total Income per Person,2002,Waterford,State=100,96.3719137144716,Southern
Index of Total Income per Person,2002,Westmeath,State=100,102.412489012357,Eastern & Midland
Index of Total Income per Person,2002,Wexford,State=100,94.881882031539,Southern
Index of Total Income per Person,2002,Wicklow,State=100,110.55847492411,Eastern & Midland
Index of Total Income per Person,2003,Kilkenny/Carlow,State=100,99.1606457771367,Southern
Index of Total Income per Person,2003,Cavan/Monaghan,State=100,88.2325933818919,Northern & Western
Index of Total Income per Person,2003,Clare,State=100,88.0868298522742,Southern
Index of Total Income per Person,2003,Cork,State=100,100.81401650604,Southern
Index of Total Income per Person,2003,Donegal,State=100,71.8331305212756,Northern & Western
Index of Total Income per Person,2003,Dublin,State=100,113.058788275786,Eastern & Midland
Index of Total Income per Person,2003,Galway,State=100,93.2765438108493,Northern & Western
Index of Total Income per Person,2003,Kerry,State=100,83.9076068339668,Southern
Index of Total Income per Person,2003,Kildare,State=100,112.679124150489,Eastern & Midland
Index of Total Income per Person,2003,Kilkenny/Carlow,State=100,90.8986304889165,Southern
Index of Total Income per Person,2003,Laois/Offaly,State=100,97.6663117802697,Eastern & Midland
Index of Total Income per Person,2003,Sligo/Leitrim,State=100,88.6888964203173,Northern & Western
Index of Total Income per Person,2003,Limerick,State=100,93.2979385085183,Southern
Index of Total Income per Person,2003,Roscommon/Longford,State=100,94.4248260656833,Northern & Western
Index of Total Income per Person,2003,Louth,State=100,99.5981082168268,Eastern & Midland
Index of Total Income per Person,2003,Mayo,State=100,78.3311501590347,Northern & Western
Index of Total Income per Person,2003,Meath,State=100,113.270670410113,Eastern & Midland
Index of Total Income per Person,2003,Cavan/Monaghan,State=100,80.6309102882893,Northern & Western
Index of Total Income per Person,2003,Laois/Offaly,State=100,90.3034700328231,Eastern & Midland
Index of Total Income per Person,2003,Roscommon/Longford,State=100,81.3952015047892,Northern & Western
Index of Total Income per Person,2003,Sligo/Leitrim,State=100,83.9654269573192,Northern & Western
Index of Total Income per Person,2003,Tipperary,State=100,92.338120383873,Southern
Index of Total Income per Person,2003,Waterford,State=100,96.3157687572451,Southern
Index of Total Income per Person,2003,Westmeath,State=100,101.442736065789,Eastern & Midland
Index of Total Income per Person,2003,Wexford,State=100,95.2291481623528,Southern
Index of Total Income per Person,2003,Wicklow,State=100,108.918442218972,Eastern & Midland
Index of Total Income per Person,2004,Kilkenny/Carlow,State=100,101.293893902148,Southern
Index of Total Income per Person,2004,Cavan/Monaghan,State=100,87.0537567847218,Northern & Western
Index of Total Income per Person,2004,Clare,State=100,88.1270890115483,Southern
Index of Total Income per Person,2004,Cork,State=100,101.716104538853,Southern
Index of Total Income per Person,2004,Donegal,State=100,70.851556554688,Northern & Western
Index of Total Income per Person,2004,Dublin,State=100,112.973699687924,Eastern & Midland
Index of Total Income per Person,2004,Galway,State=100,92.5534445979807,Northern & Western
Index of Total Income per Person,2004,Kerry,State=100,85.332509732025,Southern
Index of Total Income per Person,2004,Kildare,State=100,111.688425623683,Eastern & Midland
Index of Total Income per Person,2004,Kilkenny/Carlow,State=100,93.6778394090138,Southern
Index of Total Income per Person,2004,Laois/Offaly,State=100,97.5979119736455,Eastern & Midland
Index of Total Income per Person,2004,Sligo/Leitrim,State=100,86.8099640508224,Northern & Western
Index of Total Income per Person,2004,Limerick,State=100,92.2741010411479,Southern
Index of Total Income per Person,2004,Roscommon/Longford,State=100,94.3103657317366,Northern & Western
Index of Total Income per Person,2004,Louth,State=100,99.1520469219681,Eastern & Midland
Index of Total Income per Person,2004,Mayo,State=100,79.9875441105833,Northern & Western
Index of Total Income per Person,2004,Meath,State=100,112.341604886235,Eastern & Midland
Index of Total Income per Person,2004,Cavan/Monaghan,State=100,78.8724883076753,Northern & Western
Index of Total Income per Person,2004,Laois/Offaly,State=100,89.7112370054387,Eastern & Midland
Index of Total Income per Person,2004,Roscommon/Longford,State=100,80.8769715380141,Northern & Western
Index of Total Income per Person,2004,Sligo/Leitrim,State=100,82.2675511755057,Northern & Western
Index of Total Income per Person,2004,Tipperary,State=100,92.297481454751,Southern
Index of Total Income per Person,2004,Waterford,State=100,98.2924740880351,Southern
Index of Total Income per Person,2004,Westmeath,State=100,100.377968774567,Eastern & Midland
Index of Total Income per Person,2004,Wexford,State=100,98.5988343457186,Southern
Index of Total Income per Person,2004,Wicklow,State=100,107.649851898161,Eastern & Midland
Index of Total Income per Person,2005,Kilkenny/Carlow,State=100,102.619545857066,Southern
Index of Total Income per Person,2005,Cavan/Monaghan,State=100,85.9170722918435,Northern & Western
Index of Total Income per Person,2005,Clare,State=100,89.4348337274422,Southern
Index of Total Income per Person,2005,Cork,State=100,101.972540645959,Southern
Index of Total Income per Person,2005,Donegal,State=100,71.0108061160691,Northern & Western
Index of Total Income per Person,2005,Dublin,State=100,112.802776411997,Eastern & Midland
Index of Total Income per Person,2005,Galway,State=100,91.4162614866951,Northern & Western
Index of Total Income per Person,2005,Kerry,State=100,86.6088086199861,Southern
Index of Total Income per Person,2005,Kildare,State=100,109.980697186655,Eastern & Midland
Index of Total Income per Person,2005,Kilkenny/Carlow,State=100,94.5520413658937,Southern
Index of Total Income per Person,2005,Laois/Offaly,State=100,97.216048224255,Eastern & Midland
Index of Total Income per Person,2005,Sligo/Leitrim,State=100,88.860999475286,Northern & Western
Index of Total Income per Person,2005,Limerick,State=100,94.3312353264507,Southern
Index of Total Income per Person,2005,Roscommon/Longford,State=100,95.5059671615298,Northern & Western
Index of Total Income per Person,2005,Louth,State=100,99.8366735306479,Eastern & Midland
Index of Total Income per Person,2005,Mayo,State=100,77.689776051421,Northern & Western
Index of Total Income per Person,2005,Meath,State=100,110.35343823127,Eastern & Midland
Index of Total Income per Person,2005,Cavan/Monaghan,State=100,77.6256319243524,Northern & Western
Index of Total Income per Person,2005,Laois/Offaly,State=100,90.5253135613218,Eastern & Midland
Index of Total Income per Person,2005,Roscommon/Longford,State=100,83.5971589948558,Northern & Western
Index of Total Income per Person,2005,Sligo/Leitrim,State=100,83.5726035960926,Northern & Western
Index of Total Income per Person,2005,Tipperary,State=100,91.0499904659563,Southern
Index of Total Income per Person,2005,Waterford,State=100,99.8987663783653,Southern
Index of Total Income per Person,2005,Westmeath,State=100,101.279774012405,Eastern & Midland
Index of Total Income per Person,2005,Wexford,State=100,99.1426769970388,Southern
Index of Total Income per Person,2005,Wicklow,State=100,106.820592563364,Eastern & Midland
Index of Total Income per Person,2006,Kilkenny/Carlow,State=100,102.742836404519,Southern
Index of Total Income per Person,2006,Cavan/Monaghan,State=100,92.5572912204198,Northern & Western
Index of Total Income per Person,2006,Clare,State=100,89.2175933789523,Southern
Index of Total Income per Person,2006,Cork,State=100,102.344819532899,Southern
Index of Total Income per Person,2006,Donegal,State=100,77.3277292388737,Northern & Western
Index of Total Income per Person,2006,Dublin,State=100,113.373425145842,Eastern & Midland
Index of Total Income per Person,2006,Galway,State=100,89.7805426879536,Northern & Western
Index of Total Income per Person,2006,Kerry,State=100,87.6281447738154,Southern
Index of Total Income per Person,2006,Kildare,State=100,106.107850539226,Eastern & Midland
Index of Total Income per Person,2006,Kilkenny/Carlow,State=100,93.1429957975105,Southern
Index of Total Income per Person,2006,Laois/Offaly,State=100,96.8991992032393,Eastern & Midland
Index of Total Income per Person,2006,Sligo/Leitrim,State=100,95.9685532135629,Northern & Western
Index of Total Income per Person,2006,Limerick,State=100,93.8937217493085,Southern
Index of Total Income per Person,2006,Roscommon/Longford,State=100,92.4279588490579,Northern & Western
Index of Total Income per Person,2006,Louth,State=100,97.1462115205334,Eastern & Midland
Index of Total Income per Person,2006,Mayo,State=100,74.2964178368272,Northern & Western
Index of Total Income per Person,2006,Meath,State=100,107.257820634444,Eastern & Midland
Index of Total Income per Person,2006,Cavan/Monaghan,State=100,83.9495064110712,Northern & Western
Index of Total Income per Person,2006,Laois/Offaly,State=100,89.563580044566,Eastern & Midland
Index of Total Income per Person,2006,Roscommon/Longford,State=100,79.7459858812185,Northern & Western
Index of Total Income per Person,2006,Sligo/Leitrim,State=100,89.9057667398703,Northern & Western
Index of Total Income per Person,2006,Tipperary,State=100,91.8658057873819,Southern
Index of Total Income per Person,2006,Waterford,State=100,97.4946927303631,Southern
Index of Total Income per Person,2006,Westmeath,State=100,99.9625392182988,Eastern & Midland
Index of Total Income per Person,2006,Wexford,State=100,99.6224808291553,Southern
Index of Total Income per Person,2006,Wicklow,State=100,102.79410035043,Eastern & Midland
Index of Total Income per Person,2007,Kilkenny/Carlow,State=100,100.795034317997,Southern
Index of Total Income per Person,2007,Cavan/Monaghan,State=100,94.2355429897602,Northern & Western
Index of Total Income per Person,2007,Clare,State=100,89.3727417297144,Southern
Index of Total Income per Person,2007,Cork,State=100,102.463724013514,Southern
Index of Total Income per Person,2007,Donegal,State=100,77.5289598754857,Northern & Western
Index of Total Income per Person,2007,Dublin,State=100,113.490588396816,Eastern & Midland
Index of Total Income per Person,2007,Galway,State=100,94.2071868288561,Northern & Western
Index of Total Income per Person,2007,Kerry,State=100,85.9972717536956,Southern
Index of Total Income per Person,2007,Kildare,State=100,101.429666495566,Eastern & Midland
Index of Total Income per Person,2007,Kilkenny/Carlow,State=100,93.2811718076262,Southern
Index of Total Income per Person,2007,Laois/Offaly,State=100,96.7118361311181,Eastern & Midland
Index of Total Income per Person,2007,Sligo/Leitrim,State=100,93.4836007596969,Northern & Western
Index of Total Income per Person,2007,Limerick,State=100,94.9044908458514,Southern
Index of Total Income per Person,2007,Roscommon/Longford,State=100,92.2858938345723,Northern & Western
Index of Total Income per Person,2007,Louth,State=100,94.6008202066115,Eastern & Midland
Index of Total Income per Person,2007,Mayo,State=100,82.9247855822764,Northern & Western
Index of Total Income per Person,2007,Meath,State=100,103.112102941225,Eastern & Midland
Index of Total Income per Person,2007,Cavan/Monaghan,State=100,84.4713069261179,Northern & Western
Index of Total Income per Person,2007,Laois/Offaly,State=100,88.171939419131,Eastern & Midland
Index of Total Income per Person,2007,Roscommon/Longford,State=100,81.4024257875785,Northern & Western
Index of Total Income per Person,2007,Sligo/Leitrim,State=100,88.2488377750822,Northern & Western
Index of Total Income per Person,2007,Tipperary,State=100,93.3826341104953,Southern
Index of Total Income per Person,2007,Waterford,State=100,97.0000427146743,Southern
Index of Total Income per Person,2007,Westmeath,State=100,97.7851552658069,Eastern & Midland
Index of Total Income per Person,2007,Wexford,State=100,99.0154955706198,Southern
Index of Total Income per Person,2007,Wicklow,State=100,99.0605922242265,Eastern & Midland
Index of Total Income per Person,2008,Kilkenny/Carlow,State=100,100.068212293477,Southern
Index of Total Income per Person,2008,Cavan/Monaghan,State=100,94.8891950319814,Northern & Western
Index of Total Income per Person,2008,Clare,State=100,88.9118909497361,Southern
Index of Total Income per Person,2008,Cork,State=100,102.289123536147,Southern
Index of Total Income per Person,2008,Donegal,State=100,78.7209065167319,Northern & Western
Index of Total Income per Person,2008,Dublin,State=100,115.000175156802,Eastern & Midland
Index of Total Income per Person,2008,Galway,State=100,95.9595565376724,Northern & Western
Index of Total Income per Person,2008,Kerry,State=100,85.4086482699602,Southern
Index of Total Income per Person,2008,Kildare,State=100,101.155128638987,Eastern & Midland
Index of Total Income per Person,2008,Kilkenny/Carlow,State=100,92.7252496992641,Southern
Index of Total Income per Person,2008,Laois/Offaly,State=100,94.241835323092,Eastern & Midland
Index of Total Income per Person,2008,Sligo/Leitrim,State=100,94.5651879292014,Northern & Western
Index of Total Income per Person,2008,Limerick,State=100,94.6523504382566,Southern
Index of Total Income per Person,2008,Roscommon/Longford,State=100,89.4254509185695,Northern & Western
Index of Total Income per Person,2008,Louth,State=100,93.5906765042546,Eastern & Midland
Index of Total Income per Person,2008,Mayo,State=100,79.0085870752633,Northern & Western
Index of Total Income per Person,2008,Meath,State=100,101.02968470409,Eastern & Midland
Index of Total Income per Person,2008,Cavan/Monaghan,State=100,84.8280051706657,Northern & Western
Index of Total Income per Person,2008,Laois/Offaly,State=100,85.7701076654315,Eastern & Midland
Index of Total Income per Person,2008,Roscommon/Longford,State=100,81.8715554503473,Northern & Western
Index of Total Income per Person,2008,Sligo/Leitrim,State=100,90.0355803977105,Northern & Western
Index of Total Income per Person,2008,Tipperary,State=100,93.802111714659,Southern
Index of Total Income per Person,2008,Waterford,State=100,96.6757409393494,Southern
Index of Total Income per Person,2008,Westmeath,State=100,94.768071579414,Eastern & Midland
Index of Total Income per Person,2008,Wexford,State=100,97.2077770566392,Southern
Index of Total Income per Person,2008,Wicklow,State=100,97.4262360747298,Eastern & Midland
Index of Total Income per Person,2009,Kilkenny/Carlow,State=100,95.9763847254468,Southern
Index of Total Income per Person,2009,Cavan/Monaghan,State=100,90.4196753055993,Northern & Western
Index of Total Income per Person,2009,Clare,State=100,93.6632060871068,Southern
Index of Total Income per Person,2009,Cork,State=100,102.930864245713,Southern
Index of Total Income per Person,2009,Donegal,State=100,77.8051783713378,Northern & Western
Index of Total Income per Person,2009,Dublin,State=100,113.761665681641,Eastern & Midland
Index of Total Income per Person,2009,Galway,State=100,98.5142725554767,Northern & Western
Index of Total Income per Person,2009,Kerry,State=100,86.5076230791525,Southern
Index of Total Income per Person,2009,Kildare,State=100,102.482859007107,Eastern & Midland
Index of Total Income per Person,2009,Kilkenny/Carlow,State=100,91.0858143918523,Southern
Index of Total Income per Person,2009,Laois/Offaly,State=100,93.6384166073928,Eastern & Midland
Index of Total Income per Person,2009,Sligo/Leitrim,State=100,90.9991796089726,Northern & Western
Index of Total Income per Person,2009,Limerick,State=100,95.7379271254437,Southern
Index of Total Income per Person,2009,Roscommon/Longford,State=100,90.1229320006229,Northern & Western
Index of Total Income per Person,2009,Louth,State=100,95.2155374288017,Eastern & Midland
Index of Total Income per Person,2009,Mayo,State=100,84.131019128597,Northern & Western
Index of Total Income per Person,2009,Meath,State=100,101.935748789474,Eastern & Midland
Index of Total Income per Person,2009,Cavan/Monaghan,State=100,80.537215391854,Northern & Western
Index of Total Income per Person,2009,Laois/Offaly,State=100,85.3482506665868,Eastern & Midland
Index of Total Income per Person,2009,Roscommon/Longford,State=100,83.995108432573,Northern & Western
Index of Total Income per Person,2009,Sligo/Leitrim,State=100,87.5669026758463,Northern & Western
Index of Total Income per Person,2009,Tipperary,State=100,96.6272231066736,Southern
Index of Total Income per Person,2009,Waterford,State=100,93.7882339496872,Southern
Index of Total Income per Person,2009,Westmeath,State=100,94.6379716343424,Eastern & Midland
Index of Total Income per Person,2009,Wexford,State=100,95.9383747039295,Southern
Index of Total Income per Person,2009,Wicklow,State=100,98.0739711336163,Eastern & Midland
Index of Total Income per Person,2010,Kilkenny/Carlow,State=100,91.5812275607039,Southern
Index of Total Income per Person,2010,Cavan/Monaghan,State=100,95.4489227920007,Northern & Western
Index of Total Income per Person,2010,Clare,State=100,99.6653137374221,Southern
Index of Total Income per Person,2010,Cork,State=100,103.055686799446,Southern
Index of Total Income per Person,2010,Donegal,State=100,76.4237699465827,Northern & Western
Index of Total Income per Person,2010,Dublin,State=100,114.848283060613,Eastern & Midland
Index of Total Income per Person,2010,Galway,State=100,97.444820686804,Northern & Western
Index of Total Income per Person,2010,Kerry,State=100,86.2688862872818,Southern
Index of Total Income per Person,2010,Kildare,State=100,100.563769456423,Eastern & Midland
Index of Total Income per Person,2010,Kilkenny/Carlow,State=100,82.8932559360914,Southern
Index of Total Income per Person,2010,Laois/Offaly,State=100,89.36708587631,Eastern & Midland
Index of Total Income per Person,2010,Sligo/Leitrim,State=100,90.1919349913726,Northern & Western
Index of Total Income per Person,2010,Limerick,State=100,104.281390421985,Southern
Index of Total Income per Person,2010,Roscommon/Longford,State=100,87.7516611535238,Northern & Western
Index of Total Income per Person,2010,Louth,State=100,94.610586763049,Eastern & Midland
Index of Total Income per Person,2010,Mayo,State=100,85.9538877192535,Northern & Western
Index of Total Income per Person,2010,Meath,State=100,99.8776042649155,Eastern & Midland
Index of Total Income per Person,2010,Cavan/Monaghan,State=100,83.979100642989,Northern & Western
Index of Total Income per Person,2010,Laois/Offaly,State=100,81.5706616933814,Eastern & Midland
Index of Total Income per Person,2010,Roscommon/Longford,State=100,84.4331045461826,Northern & Western
Index of Total Income per Person,2010,Sligo/Leitrim,State=100,85.0043257805538,Northern & Western
Index of Total Income per Person,2010,Tipperary,State=100,102.291215355752,Southern
Index of Total Income per Person,2010,Waterford,State=100,87.0377273843114,Southern
Index of Total Income per Person,2010,Westmeath,State=100,92.495742673469,Eastern & Midland
Index of Total Income per Person,2010,Wexford,State=100,90.8724195903958,Southern
Index of Total Income per Person,2010,Wicklow,State=100,96.717459681574,Eastern & Midland
Index of Total Income per Person,2011,Kilkenny/Carlow,State=100,96.8231542531348,Southern
Index of Total Income per Person,2011,Cavan/Monaghan,State=100,87.4284102366109,Northern & Western
Index of Total Income per Person,2011,Clare,State=100,93.5148849046593,Southern
Index of Total Income per Person,2011,Cork,State=100,102.413462038247,Southern
Index of Total Income per Person,2011,Donegal,State=100,76.9875896535816,Northern & Western
Index of Total Income per Person,2011,Dublin,State=100,113.179396574738,Eastern & Midland
Index of Total Income per Person,2011,Galway,State=100,94.8398320375588,Northern & Western
Index of Total Income per Person,2011,Kerry,State=100,89.7231019988947,Southern
Index of Total Income per Person,2011,Kildare,State=100,103.067643562601,Eastern & Midland
Index of Total Income per Person,2011,Kilkenny/Carlow,State=100,86.694734557585,Southern
Index of Total Income per Person,2011,Laois/Offaly,State=100,85.0960918631354,Eastern & Midland
Index of Total Income per Person,2011,Sligo/Leitrim,State=100,89.9395773048799,Northern & Western
Index of Total Income per Person,2011,Limerick,State=100,99.8682387147588,Southern
Index of Total Income per Person,2011,Roscommon/Longford,State=100,89.009554509619,Northern & Western
Index of Total Income per Person,2011,Louth,State=100,93.3955758335613,Eastern & Midland
Index of Total Income per Person,2011,Mayo,State=100,89.2742433748075,Northern & Western
Index of Total Income per Person,2011,Meath,State=100,95.7598191359913,Eastern & Midland
Index of Total Income per Person,2011,Cavan/Monaghan,State=100,102.889512657622,Northern & Western
Index of Total Income per Person,2011,Laois/Offaly,State=100,85.5258434087255,Eastern & Midland
Index of Total Income per Person,2011,Roscommon/Longford,State=100,85.4404681905341,Northern & Western
Index of Total Income per Person,2011,Sligo/Leitrim,State=100,95.4902012362153,Northern & Western
Index of Total Income per Person,2011,Tipperary,State=100,100.161955776326,Southern
Index of Total Income per Person,2011,Waterford,State=100,95.9262659416031,Southern
Index of Total Income per Person,2011,Westmeath,State=100,96.5583134526195,Eastern & Midland
Index of Total Income per Person,2011,Wexford,State=100,89.3494017818831,Southern
Index of Total Income per Person,2011,Wicklow,State=100,102.956700662778,Eastern & Midland
Index of Total Income per Person,2012,Kilkenny/Carlow,State=100,98.8168368149792,Southern
Index of Total Income per Person,2012,Cavan/Monaghan,State=100,86.2179360114097,Northern & Western
Index of Total Income per Person,2012,Clare,State=100,98.8509619782851,Southern
Index of Total Income per Person,2012,Cork,State=100,102.442494435999,Southern
Index of Total Income per Person,2012,Donegal,State=100,75.1520620450991,Northern & Western
Index of Total Income per Person,2012,Dublin,State=100,113.514028080717,Eastern & Midland
Index of Total Income per Person,2012,Galway,State=100,95.3126225058109,Northern & Western
Index of Total Income per Person,2012,Kerry,State=100,88.4437133763681,Southern
Index of Total Income per Person,2012,Kildare,State=100,104.741231130089,Eastern & Midland
Index of Total Income per Person,2012,Kilkenny/Carlow,State=100,88.9999072383849,Southern
Index of Total Income per Person,2012,Laois/Offaly,State=100,84.127502423759,Eastern & Midland
Index of Total Income per Person,2012,Sligo/Leitrim,State=100,88.6041650838842,Northern & Western
Index of Total Income per Person,2012,Limerick,State=100,97.5088855934702,Southern
Index of Total Income per Person,2012,Roscommon/Longford,State=100,87.9517466911418,Northern & Western
Index of Total Income per Person,2012,Louth,State=100,95.1740057359076,Eastern & Midland
Index of Total Income per Person,2012,Mayo,State=100,90.7568788020125,Northern & Western
Index of Total Income per Person,2012,Meath,State=100,97.1544710361446,Eastern & Midland
Index of Total Income per Person,2012,Cavan/Monaghan,State=100,84.2232494515637,Northern & Western
Index of Total Income per Person,2012,Laois/Offaly,State=100,84.2458851247903,Eastern & Midland
